지역코드,동코드,읍면동,
11170,12100,용문동,
11170,12200,문배동,
11170,12300,신계동,
11170,12400,한강로1가,
11170,12500,한강로2가,
11170,12600,용산동3가,
11170,12700,용산동5가,
11170,12800,한강로3가,
11170,12900,이촌동,
11170,13000,이태원동,
11170,13100,한남동,
11170,13200,동빙고동,
11170,13300,서빙고동,
11170,13400,주성동,
11170,13500,용산동6가,
11170,13600,보광동,
11200,10100,상왕십리동,
11200,10200,하왕십리동,
11200,10300,홍익동,
11200,10400,도선동,
11200,10500,마장동,
11200,10600,사근동,
11200,10700,행당동,
11200,10800,응봉동,
11200,10900,금호동1가,
11200,11000,금호동2가,
11200,11100,금호동3가,
11200,11200,금호동4가,
11200,11300,옥수동,
11200,11400,성수동1가,
11200,11500,성수동2가,
11200,11800,송정동,
11200,12200,용답동,
11215,10100,중곡동,
11215,10200,능동,
11215,10300,구의동,
11215,10400,광장동,
11215,10500,자양동,
11215,10700,화양동,
11215,10900,군자동,
11230,10100,신설동,
11230,10200,용두동,
11230,10300,제기동,
11230,10400,전농동,
11230,10500,답십리동,
11230,10600,장안동,
11230,10700,청량리동,
11230,10800,회기동,
11230,10900,휘경동,
11230,11000,이문동,
11260,10100,면목동,
11260,10200,상봉동,
11260,10300,중화동,
11260,10400,묵동,
11260,10500,망우동,
11260,10600,신내동,
11290,10100,성북동,
11290,10200,성북동1가,
11290,10300,돈암동,
11290,10400,동소문동1가,
11290,10500,동소문동2가,
11290,10600,동소문동3가,
11290,10700,동소문동4가,
11290,10800,동소문동5가,
11290,10900,동소문동6가,
11290,11000,동소문동7가,
11290,11100,삼선동1가,
11290,11200,삼선동2가,
11290,11300,삼선동3가,
11290,11400,삼선동4가,
11290,11500,삼선동5가,
11290,11600,동선동1가,
11290,11700,동선동2가,
11290,11800,동선동3가,
11290,11900,동선동4가,
11290,12000,동선동5가,
11290,12100,안암동1가,
11290,12200,안암동2가,
11290,12300,안암동3가,
11290,12400,안암동4가,
11290,12500,안암동5가,
11290,12600,보문동4가,
11290,12700,보문동5가,
11290,12800,보문동6가,
11290,12900,보문동7가,
11290,13000,보문동1가,
11290,13100,보문동2가,
11290,13200,보문동3가,
11290,13300,정릉동,
11290,13400,길음동,
11290,13500,종암동,
11290,13600,하월곡동,
11290,13700,상월곡동,
11290,13800,장위동,
11290,13900,석관동,
11305,10100,미아동,
11305,10200,번동,
11305,10300,수유동,
11305,10400,우이동,
11320,10500,쌍문동,
11320,10600,방학동,
11320,10700,창동,
11320,10800,도봉동,
11350,10200,월계동,
11350,10300,공릉동,
11350,10400,하계동,
11350,10500,상계동,
11350,10600,중계동,
11380,10100,수색동,
11380,10200,녹번동,
11380,10300,불광동,
11380,10400,갈현동,
11380,10500,구산동,
11380,10600,대조동,
11380,10700,응암동,
11380,10800,역촌동,
11380,10900,신사동,
11380,11000,증산동,
11380,11400,진관동,
11410,10100,충정로2가,
11410,10200,충정로3가,
11410,10300,합동,
11410,10400,미근동,
11410,10500,냉천동,
11410,10600,천연동,
11410,10700,옥천동,
11410,10800,영천동,
11410,10900,현저동,
11410,11000,북아현동,
11410,11100,홍제동,
11410,11200,대현동,
11410,11300,대신동,
11410,11400,신촌동,
11410,11500,봉원동,
11410,11600,창천동,
11410,11700,연희동,
11410,11800,홍은동,
11410,11900,북가좌동,
11410,12000,남가좌동,
11440,10100,아현동,
11440,10200,공덕동,
11440,10300,신공덕동,
11440,10400,도화동,
11440,10500,용강동,
11440,10600,토정동,
11440,10700,마포동,
11440,10800,대흥동,
11440,10900,염리동,
11440,11000,노고산동,
11440,11100,신수동,
11440,11200,현석동,
11440,11300,구수동,
11440,11400,창전동,
11440,11500,상수동,
11440,11600,하중동,
11440,11700,신정동,
11440,11800,당인동,
11440,12000,서교동,
11440,12100,동교동,
11440,12200,합정동,
11440,12300,망원동,
11440,12400,연남동,
11440,12500,성산동,
11440,12600,중동,
11440,12700,상암동,
11470,10100,신정동,
11470,10200,목동,
11470,10300,신월동,
11500,10100,염창동,
11500,10200,등촌동,
11500,10300,화곡동,
11500,10400,가양동,
11500,10500,마곡동,
11500,10600,내발산동,
11500,10700,외발산동,
11500,10800,공항동,
11500,10900,방화동,
11500,11000,개화동,
11500,11100,과해동,
11500,11200,오곡동,
11500,11300,오쇠동,
11530,10100,신도림동,
11530,10200,구로동,
11530,10300,가리봉동,
11530,10600,고척동,
11530,10700,개봉동,
11530,10800,오류동,
11530,10900,궁동,
11530,11000,온수동,
11530,11100,천왕동,
11530,11200,항동,
11545,10100,가산동,
11545,10200,독산동,
11545,10300,시흥동,
11560,10100,영등포동,
11560,10200,영등포동1가,
11560,10300,영등포동2가,
11560,10400,영등포동3가,
11560,10500,영등포동4가,
11560,10600,영등포동5가,
11560,10700,영등포동6가,
11560,10800,영등포동7가,
11560,10900,영등포동8가,
11560,11000,여의도동,
11560,11100,당산동1가,
11560,11200,당산동2가,
11560,11300,당산동3가,
11560,11400,당산동4가,
11560,11500,당산동5가,
11560,11600,당산동6가,
11560,11700,당산동,
11560,11800,도림동,
11560,11900,문래동1가,
11560,12000,문래동2가,
11560,12100,문래동3가,
11560,12200,문래동4가,
11560,12300,문래동5가,
11560,12400,문래동6가,
11560,12500,양평동1가,
11560,12600,양평동2가,
11560,12700,양평동3가,
11560,12800,양평동4가,
11560,12900,양평동5가,
11560,13000,양평동6가,
11560,13100,양화동,
11560,13200,신길동,
11560,13300,대림동,
11560,13400,양평동,
11590,10100,노량진동,
11590,10200,상도동,
11590,10300,상도1동,
11590,10400,본동,
11590,10500,흑석동,
11590,10600,동작동,
11590,10700,사당동,
11590,10800,대방동,
11590,10900,신대방동,
11620,10100,봉천동,
11620,10200,신림동,
11620,10300,남현동,
11650,10100,방배동,
11650,10200,양재동,
11650,10300,우면동,
11650,10400,원지동,
11650,10600,잠원동,
11650,10700,반포동,
11650,10800,서초동,
11650,10900,내곡동,
11650,11000,염곡동,
11650,11100,신원동,
11680,10100,역삼동,
11680,10300,개포동,
11680,10400,청담동,
11680,10500,삼성동,
11680,10600,대치동,
11680,10700,신사동,
11680,10800,논현동,
11680,11000,압구정동,
11680,11100,세곡동,
11680,11200,자곡동,
11680,11300,율현동,
11680,11400,일원동,
11680,11500,수서동,
11680,11800,도곡동,
11710,10100,잠실동,
11710,10200,신천동,
11710,10300,풍납동,
11710,10400,송파동,
11710,10500,석촌동,
11710,10600,삼전동,
11710,10700,가락동,
11710,10800,문정동,
11710,10900,장지동,
11710,11100,방이동,
11710,11200,오금동,
11710,11300,거여동,
11710,11400,마천동,
11740,10100,명일동,
11740,10200,고덕동,
11740,10300,상일동,
11740,10500,길동,
11740,10600,둔촌동,
11740,10700,암사동,
11740,10800,성내동,
11740,10900,천호동,
11740,11000,강일동,
26110,10100,영주동,
26110,10200,대창동1가,
26110,10300,대창동2가,
26110,10400,중앙동1가,
26110,10500,중앙동2가,
26110,10600,중앙동3가,
26110,10700,중앙동4가,
26110,10800,중앙동5가,
26110,10900,중앙동6가,
26110,11000,중앙동7가,
26110,11100,동광동1가,
26110,11200,동광동2가,
26110,11300,동광동3가,
26110,11400,동광동4가,
26110,11500,동광동5가,
26110,11600,대청동1가,
26110,11700,대청동2가,
26110,11800,대청동3가,
26110,11900,대청동4가,
26110,12000,보수동1가,
26110,12100,보수동2가,
26110,12200,보수동3가,
26110,12300,부평동1가,
26110,12400,부평동2가,
26110,12500,부평동3가,
26110,12600,부평동4가,
26110,12700,신창동1가,
26110,12800,신창동2가,
26110,12900,신창동3가,
26110,13000,신창동4가,
26110,13100,창선동1가,
26110,13200,창선동2가,
26110,13300,광복동1가,
26110,13400,광복동2가,
26110,13500,광복동3가,
26110,13600,남포동1가,
26110,13700,남포동2가,
26110,13800,남포동3가,
26110,13900,남포동4가,
26110,14000,남포동5가,
26110,14100,남포동6가,
26140,10100,동대신동1가,
26140,10200,동대신동2가,
26140,10300,동대신동3가,
26140,10400,서대신동1가,
26140,10500,서대신동2가,
26140,10600,서대신동3가,
26140,10700,부용동1가,
26140,10800,부용동2가,
26140,10900,부민동1가,
26140,11000,부민동2가,
26140,11100,부민동3가,
26140,11200,토성동1가,
26140,11300,토성동2가,
26140,11400,토성동3가,
26140,11500,아미동1가,
26140,11600,아미동2가,
26140,11700,토성동4가,
26140,11800,토성동5가,
26140,11900,초장동,
26140,12000,충무동1가,
26140,12100,충무동2가,
26140,12200,충무동3가,
26140,12300,남부민동,
26140,12400,암남동,
26170,10100,초량동,
26170,10200,수정동,
26170,10300,좌천동,
26170,10400,범일동,
26200,10100,대교동1가,
26200,10200,대교동2가,
26200,10300,대평동1가,
26200,10400,대평동2가,
26200,10500,남항동1가,
26200,10600,남항동2가,
26200,10700,남항동3가,
26200,10800,영선동1가,
26200,10900,영선동2가,
26200,11000,영선동3가,
26200,11100,영선동4가,
26200,11200,신선동1가,
26200,11300,신선동2가,
26200,11400,신선동3가,
26200,11500,봉래동1가,
26200,11600,봉래동2가,
26200,11700,봉래동3가,
26200,11800,봉래동4가,
26200,11900,봉래동5가,
26200,12000,청학동,
26200,12100,동삼동,
26230,10100,양정동,
26230,10200,전포동,
26230,10300,부전동,
26230,10400,범천동,
26230,10500,범전동,
26230,10600,연지동,
26230,10700,초읍동,
26230,10800,부암동,
26230,10900,당감동,
26230,11000,가야동,
26230,11100,개금동,
26260,10100,명장동,
26260,10200,안락동,
26260,10300,칠산동,
26260,10400,낙민동,
26260,10500,복천동,
26260,10600,수안동,
26260,10700,명륜동,
26260,10800,온천동,
26260,10900,사직동,
26290,10600,대연동,
26290,10700,용호동,
26290,10800,용당동,
26290,10900,문현동,
26290,11000,우암동,
26290,11100,감만동,
26320,10100,금곡동,
26320,10200,화명동,
26320,10300,만덕동,
26320,10400,덕천동,
26320,10500,구포동,
26350,10100,반송동,
26350,10200,석대동,
26350,10300,반여동,
26350,10400,재송동,
26350,10500,우동,
26350,10600,중동,
26350,10700,좌동,
26350,10800,송정동,
26380,10100,괴정동,
26380,10200,당리동,
26380,10300,하단동,
26380,10400,신평동,
26380,10500,장림동,
26380,10600,다대동,
26380,10700,구평동,
26380,10800,감천동,
26410,10100,두구동,
26410,10200,노포동,
26410,10300,청룡동,
26410,10400,남산동,
26410,10500,선동,
26410,10600,오륜동,
26410,10700,구서동,
26410,10800,장전동,
26410,10900,부곡동,
26410,11000,서동,
26410,11100,금사동,
26410,11200,회동동,
26410,11300,금성동,
26440,10100,대저1동,
26440,10200,대저2동,
26440,10300,강동동,
26440,10400,명지동,
26440,10500,죽림동,
26440,10600,식만동,
26440,10700,죽동동,
26440,10800,봉림동,
26440,10900,송정동,
26440,11000,화전동,
26440,11100,녹산동,
26440,11200,생곡동,
26440,11300,구랑동,
26440,11400,지사동,
26440,11500,미음동,
26440,11600,범방동,
26440,11700,신호동,
26440,11800,동선동,
26440,11900,성북동,
26440,12000,눌차동,
26440,12100,천성동,
26440,12200,대항동,
26470,10100,거제동,
26470,10200,연산동,
26500,10100,망미동,
26500,10200,수영동,
26500,10300,민락동,
26500,10400,광안동,
26500,10500,남천동,
26530,10100,삼락동,
26530,10200,모라동,
26530,10300,덕포동,
26530,10400,괘법동,
26530,10500,감전동,
26530,10600,주례동,
26530,10700,학장동,
26530,10800,엄궁동,
26710,25000,기장읍,
26710,25300,장안읍,
26710,25600,정관읍,
26710,31000,일광면,
26710,33000,철마면,
27110,10100,동인동1가,
27110,10200,동인동2가,
27110,10300,동인동3가,
27110,10400,동인동4가,
27110,10500,삼덕동1가,
27110,10600,삼덕동2가,
27110,10700,삼덕동3가,
27110,10800,봉산동,
27110,10900,장관동,
27110,11000,상서동,
27110,11100,수동,
27110,11200,덕산동,
27110,11300,종로1가,
27110,11400,종로2가,
27110,11500,사일동,
27110,11600,동일동,
27110,11700,남일동,
27110,11800,전동,
27110,11900,동성로3가,
27110,12000,동문동,
27110,12100,문화동,
27110,12200,공평동,
27110,12300,동성로2가,
27110,12400,태평로1가,
27110,12500,교동,
27110,12600,용덕동,
27110,12700,상덕동,
27110,12800,완전동,
27110,12900,도원동,
27110,13000,수창동,
27110,13100,태평로3가,
27110,13200,인교동,
27110,13300,서야동,
27110,13400,서성로1가,
27110,13500,시장북로,
27110,13600,하서동,
27110,13700,남성로,
27110,13800,계산동1가,
27110,13900,계산동2가,
27110,14000,동산동,
27110,14100,서문로2가,
27110,14200,서성로2가,
27110,14300,포정동,
27110,14400,서문로1가,
27110,14500,서내동,
27110,14600,북성로2가,
27110,14700,대안동,
27110,14800,동성로1가,
27110,14900,태평로2가,
27110,15000,북성로1가,
27110,15100,화전동,
27110,15200,향촌동,
27110,15300,북내동,
27110,15400,대신동,
27110,15500,달성동,
27110,15600,남산동,
27110,15700,대봉동,
27140,10100,신암동,
27140,10200,신천동,
27140,10300,효목동,
27140,10400,평광동,
27140,10500,봉무동,
27140,10600,불로동,
27140,10700,도동,
27140,10800,지저동,
27140,10900,입석동,
27140,11000,검사동,
27140,11100,방촌동,
27140,11200,둔산동,
27140,11300,부동,
27140,11400,신평동,
27140,11500,서호동,
27140,11600,동호동,
27140,11700,신기동,
27140,11800,율하동,
27140,11900,용계동,
27140,12000,율암동,
27140,12100,상매동,
27140,12200,매여동,
27140,12300,각산동,
27140,12400,신서동,
27140,12500,동내동,
27140,12600,괴전동,
27140,12700,금강동,
27140,12800,대림동,
27140,12900,사복동,
27140,13000,숙천동,
27140,13100,내곡동,
27140,13200,능성동,
27140,13300,진인동,
27140,13400,도학동,
27140,13500,백안동,
27140,13600,미곡동,
27140,13700,용수동,
27140,13800,신무동,
27140,13900,미대동,
27140,14000,내동,
27140,14100,신용동,
27140,14200,중대동,
27140,14300,송정동,
27140,14400,덕곡동,
27140,14500,지묘동,
27170,10100,내당동,
27170,10200,비산동,
27170,10300,평리동,
27170,10400,상리동,
27170,10500,중리동,
27170,10600,이현동,
27170,10700,원대동1가,
27170,10800,원대동2가,
27170,10900,원대동3가,
27200,10100,이천동,
27200,10200,봉덕동,
27200,10300,대명동,
27230,10100,칠성동1가,
27230,10200,칠성동2가,
27230,10300,고성동1가,
27230,10400,고성동2가,
27230,10500,고성동3가,
27230,10600,침산동,
27230,10700,노원동1가,
27230,10800,노원동2가,
27230,10900,노원동3가,
27230,11000,대현동,
27230,11100,산격동,
27230,11200,복현동,
27230,11300,검단동,
27230,11400,동변동,
27230,11500,서변동,
27230,11600,조야동,
27230,11700,노곡동,
27230,11800,읍내동,
27230,11900,동호동,
27230,12000,학정동,
27230,12100,도남동,
27230,12200,국우동,
27230,12300,구암동,
27230,12400,동천동,
27230,12500,관음동,
27230,12600,태전동,
27230,12700,매천동,
27230,12800,팔달동,
27230,12900,금호동,
27230,13000,사수동,
27230,13100,연경동,
27260,10100,범어동,
27260,10200,만촌동,
27260,10300,수성동1가,
27260,10400,수성동2가,
27260,10500,수성동3가,
27260,10600,수성동4가,
27260,10700,황금동,
27260,10800,중동,
27260,10900,상동,
27260,11000,파동,
27260,11100,두산동,
27260,11200,지산동,
27260,11300,범물동,
27260,11400,시지동,
27260,11500,매호동,
27260,11600,성동,
27260,11700,사월동,
27260,11800,신매동,
27260,11900,욱수동,
27260,12000,노변동,
27260,12200,삼덕동,
27260,12300,연호동,
27260,12400,이천동,
27260,12500,고모동,
27260,12600,가천동,
27260,12700,대흥동,
27290,10100,성당동,
27290,10200,두류동,
27290,10400,파호동,
27290,10500,호림동,
27290,10600,갈산동,
27290,10700,신당동,
27290,10800,이곡동,
27290,10900,장동,
27290,11000,장기동,
27290,11100,용산동,
27290,11200,죽전동,
27290,11300,감삼동,
27290,11400,본리동,
27290,11500,상인동,
27290,11600,도원동,
27290,11700,진천동,
27290,11800,유천동,
27290,11900,대천동,
27290,12000,월성동,
27290,12100,월암동,
27290,12200,송현동,
27290,12300,대곡동,
27290,12400,본동,
27290,12500,호산동,
27710,25000,화원읍,
27710,25300,논공읍,
27710,25600,다사읍,
27710,25900,유가읍,
27710,26200,옥포읍,
27710,26500,현풍읍,
27710,31000,가창면,
27710,33000,하빈면,
27710,38000,구지면,
28110,10100,중앙동1가,
28110,10200,중앙동2가,
28110,10300,중앙동3가,
28110,10400,중앙동4가,
28110,10500,해안동1가,
28110,10600,해안동2가,
28110,10700,해안동3가,
28110,10800,해안동4가,
28110,10900,관동1가,
28110,11000,관동2가,
28110,11100,관동3가,
28110,11200,항동1가,
28110,11300,항동2가,
28110,11400,항동3가,
28110,11500,항동4가,
28110,11600,항동5가,
28110,11700,항동6가,
28110,11800,항동7가,
28110,11900,송학동1가,
28110,12000,송학동2가,
28110,12100,송학동3가,
28110,12200,사동,
28110,12300,신생동,
28110,12400,신포동,
28110,12500,답동,
28110,12600,신흥동1가,
28110,12700,신흥동2가,
28110,12800,신흥동3가,
28110,12900,선화동,
28110,13000,유동,
28110,13100,율목동,
28110,13200,도원동,
28110,13300,내동,
28110,13400,경동,
28110,13500,용동,
28110,13600,인현동,
28110,13700,전동,
28110,13800,북성동1가,
28110,13900,북성동2가,
28110,14000,북성동3가,
28110,14100,선린동,
28110,14200,송월동1가,
28110,14300,송월동2가,
28110,14400,송월동3가,
28110,14500,중산동,
28110,14600,운남동,
28110,14700,운서동,
28110,14800,운북동,
28110,14900,을왕동,
28110,15000,남북동,
28110,15100,덕교동,
28110,15200,무의동,
28140,10100,만석동,
28140,10200,화수동,
28140,10300,송현동,
28140,10400,화평동,
28140,10500,창영동,
28140,10600,금곡동,
28140,10700,송림동,
28177,10100,숭의동,
28177,10200,용현동,
28177,10300,학익동,
28177,10400,도화동,
28177,10500,주안동,
28177,10600,관교동,
28177,10700,문학동,
28185,10100,옥련동,
28185,10200,선학동,
28185,10300,연수동,
28185,10400,청학동,
28185,10500,동춘동,
28185,10600,송도동,
28200,10100,구월동,
28200,10200,간석동,
28200,10300,만수동,
28200,10400,장수동,
28200,10500,서창동,
28200,10600,운연동,
28200,10700,남촌동,
28200,10800,수산동,
28200,10900,도림동,
28200,11000,논현동,
28200,11100,고잔동,
28237,10100,부평동,
28237,10200,십정동,
28237,10300,산곡동,
28237,10400,청천동,
28237,10500,삼산동,
28237,10600,갈산동,
28237,10700,부개동,
28237,10800,일신동,
28237,10900,구산동,
28245,10100,효성동,
28245,10200,계산동,
28245,10300,작전동,
28245,10400,서운동,
28245,10500,임학동,
28245,10600,용종동,
28245,10700,병방동,
28245,10800,방축동,
28245,10900,박촌동,
28245,11000,동양동,
28245,11100,귤현동,
28245,11200,상야동,
28245,11300,하야동,
28245,11400,평동,
28245,11500,노오지동,
28245,11600,선주지동,
28245,11700,이화동,
28245,11800,오류동,
28245,11900,갈현동,
28245,12000,둑실동,
28245,12100,목상동,
28245,12200,다남동,
28245,12300,장기동,
28260,10100,백석동,
28260,10200,시천동,
28260,10300,검암동,
28260,10400,경서동,
28260,10500,공촌동,
28260,10600,연희동,
28260,10700,심곡동,
28260,10800,가정동,
28260,10900,신현동,
28260,11000,석남동,
28260,11100,원창동,
28260,11200,가좌동,
28260,11300,마전동,
28260,11400,당하동,
28260,11500,원당동,
28260,11700,대곡동,
28260,11800,금곡동,
28260,11900,오류동,
28260,12000,왕길동,
28260,12100,불로동,
28260,12200,청라동,
28710,25000,강화읍,
28710,31000,선원면,
28710,32000,불은면,
28710,33000,길상면,
28710,34000,화도면,
28710,35000,양도면,
28710,36000,내가면,
28710,37000,하점면,
28710,38000,양사면,
28710,39000,송해면,
28710,40000,교동면,
28710,41000,삼산면,
28710,42000,서도면,
28720,31000,북도면,
28720,33000,백령면,
28720,34000,대청면,
28720,35000,덕적면,
28720,36000,영흥면,
28720,37000,자월면,
28720,38000,연평면,
29110,10100,대인동,
29110,10200,금남로5가,
29110,10300,충장로5가,
29110,10400,수기동,
29110,10500,대의동,
29110,10600,궁동,
29110,10700,장동,
29110,10800,동명동,
29110,10900,계림동,
29110,11000,산수동,
29110,11100,지산동,
29110,11200,남동,
29110,11300,광산동,
29110,11400,금동,
29110,11500,호남동,
29110,11600,불로동,
29110,11700,황금동,
29110,11800,서석동,
29110,11900,소태동,
29110,12000,용연동,
29110,12100,운림동,
29110,12200,학동,
29110,12300,월남동,
29110,12400,선교동,
29110,12500,내남동,
29110,12600,용산동,
29110,12700,충장로1가,
29110,12800,충장로2가,
29110,12900,충장로3가,
29110,13000,충장로4가,
29110,13100,금남로1가,
29110,13200,금남로2가,
29110,13300,금남로3가,
29110,13400,금남로4가,
29140,10400,양동,
29140,10600,농성동,
29140,11500,광천동,
29140,11600,유촌동,
29140,11700,덕흥동,
29140,11800,쌍촌동,
29140,11900,화정동,
29140,12000,치평동,
29140,12100,내방동,
29140,12500,서창동,
29140,12600,세하동,
29140,12700,용두동,
29140,12800,풍암동,
29140,12900,벽진동,
29140,13000,금호동,
29140,13100,마륵동,
29140,13200,매월동,
29140,13300,동천동,
29155,10100,사동,
29155,10200,구동,
29155,10300,서동,
29155,10400,월산동,
29155,10500,백운동,
29155,10600,주월동,
29155,10700,노대동,
29155,10800,진월동,
29155,10900,덕남동,
29155,11000,행암동,
29155,11100,임암동,
29155,11200,송하동,
29155,11300,양림동,
29155,11400,방림동,
29155,11500,봉선동,
29155,11600,구소동,
29155,11700,양촌동,
29155,11800,도금동,
29155,11900,승촌동,
29155,12000,지석동,
29155,12100,압촌동,
29155,12200,화장동,
29155,12300,칠석동,
29155,12400,석정동,
29155,12500,신장동,
29155,12600,양과동,
29155,12700,이장동,
29155,12800,대지동,
29155,12900,원산동,
29155,13000,월성동,
29170,10100,중흥동,
29170,10200,유동,
29170,10300,누문동,
29170,10400,북동,
29170,10500,임동,
29170,10600,신안동,
29170,10700,용봉동,
29170,10800,동림동,
29170,10900,운암동,
29170,11000,우산동,
29170,11100,풍향동,
29170,11200,문흥동,
29170,11300,각화동,
29170,11400,두암동,
29170,11500,오치동,
29170,11600,삼각동,
29170,11700,매곡동,
29170,11800,충효동,
29170,11900,덕의동,
29170,12000,금곡동,
29170,12100,망월동,
29170,12200,청풍동,
29170,12300,화암동,
29170,12400,장등동,
29170,12500,운정동,
29170,12600,본촌동,
29170,12700,일곡동,
29170,12800,양산동,
29170,12900,연제동,
29170,13000,신용동,
29170,13100,용두동,
29170,13200,지야동,
29170,13300,태령동,
29170,13400,수곡동,
29170,13500,효령동,
29170,13600,용전동,
29170,13700,용강동,
29170,13800,생용동,
29170,13900,월출동,
29170,14000,대촌동,
29170,14100,오룡동,
29200,10100,송정동,
29200,10200,도산동,
29200,10300,도호동,
29200,10400,신촌동,
29200,10500,서봉동,
29200,10600,운수동,
29200,10700,선암동,
29200,10800,소촌동,
29200,10900,우산동,
29200,11000,황룡동,
29200,11100,박호동,
29200,11200,비아동,
29200,11300,도천동,
29200,11400,수완동,
29200,11500,월계동,
29200,11600,쌍암동,
29200,11700,산월동,
29200,11800,신창동,
29200,11900,신가동,
29200,12000,운남동,
29200,12100,안청동,
29200,12200,진곡동,
29200,12300,장덕동,
29200,12400,흑석동,
29200,12500,하남동,
29200,12600,장수동,
29200,12700,산정동,
29200,12800,월곡동,
29200,12900,등임동,
29200,13000,산막동,
29200,13100,고룡동,
29200,13200,신룡동,
29200,13300,두정동,
29200,13400,임곡동,
29200,13500,광산동,
29200,13600,오산동,
29200,13700,사호동,
29200,13800,하산동,
29200,13900,유계동,
29200,14000,본덕동,
29200,14100,용봉동,
29200,14200,요기동,
29200,14300,복룡동,
29200,14400,송대동,
29200,14500,옥동,
29200,14600,월전동,
29200,14700,장록동,
29200,14800,송촌동,
29200,14900,지죽동,
29200,15000,용동,
29200,15100,용곡동,
29200,15200,지정동,
