코드,레벨,상위코드,코드명
33035,3,43790,수산면 지곡리
33035,3,43795,수산면 지곡리
04019,3,43050,수산면 하천리
33040,3,43150,수산면 하천리
33040,3,43790,수산면 하천리
33040,3,43795,수산면 하천리
03900,3,47020,수상동
14100,3,47170,수상동
10100,3,11380,수색동
02400,3,11410,수색동
00300,3,11440,수색동
02200,3,11200,수서동
11500,3,11680,수서동
10800,3,41350,수석동
10800,3,41360,수석동
10600,3,44210,수석동
90700,3,22260,수성1가동
90800,3,22260,수성4가동
00000,2,27000,수성구
02100,3,47016,수성구 가천동
02200,3,47016,수성구 고모동
01700,3,47016,수성구 내관동
01400,3,47016,수성구 노변동
00700,3,47016,수성구 두산동
00200,3,47016,수성구 만촌동
01100,3,47016,수성구 매호동
00900,3,47016,수성구 범물동
00100,3,47016,수성구 범어동
01200,3,47016,수성구 사월동
01800,3,47016,수성구 삼덕동
00500,3,47016,수성구 상동
01000,3,47016,수성구 성동
02300,3,47016,수성구 수성동1가
02400,3,47016,수성구 수성동2가
02500,3,47016,수성구 수성동3가
02600,3,47016,수성구 수성동4가
01600,3,47016,수성구 시지동
01300,3,47016,수성구 신매동
01900,3,47016,수성구 연호동
01500,3,47016,수성구 욱수동
02000,3,47016,수성구 이천동
00400,3,47016,수성구 중동
00800,3,47016,수성구 지산동
00600,3,47016,수성구 파동
00300,3,47016,수성구 황금동
10100,3,45170,수성동
10100,3,45180,수성동
07300,3,47010,수성동
12600,3,48150,수성동
12200,3,48160,수성동
10300,3,22260,수성동1가
10300,3,27260,수성동1가
10000,3,47010,수성동1가
10400,3,22260,수성동2가
10400,3,27260,수성동2가
10100,3,47010,수성동2가
10500,3,22260,수성동3가
10500,3,27260,수성동3가
10200,3,47010,수성동3가
10600,3,22260,수성동4가
10600,3,27260,수성동4가
10300,3,47010,수성동4가
12400,3,11110,수송동
14100,3,45130,수송동
11900,3,48190,수송동
06000,3,44050,수신면
36000,3,44130,수신면
36000,3,44850,수신면
36000,3,44860,수신면
06005,3,44050,수신면 발산리
36025,3,44130,수신면 발산리
36025,3,44850,수신면 발산리
36025,3,44860,수신면 발산리
06004,3,44050,수신면 백자리
36024,3,44130,수신면 백자리
36024,3,44850,수신면 백자리
36024,3,44860,수신면 백자리
06007,3,44050,수신면 복다회리
36001,3,44850,수신면 복다회리
06001,3,44050,수신면 속창리
36021,3,44130,수신면 속창리
36021,3,44850,수신면 속창리
36021,3,44860,수신면 속창리
06002,3,44050,수신면 신풍리
36022,3,44130,수신면 신풍리
36022,3,44850,수신면 신풍리
36022,3,44860,수신면 신풍리
06006,3,44050,수신면 장산리
36026,3,44130,수신면 장산리
36026,3,44850,수신면 장산리
36026,3,44860,수신면 장산리
06003,3,44050,수신면 해정리
36023,3,44130,수신면 해정리
36023,3,44850,수신면 해정리
36023,3,44860,수신면 해정리
10600,3,21260,수안동
10600,3,26260,수안동
32500,3,43130,수안보면
32526,3,43130,수안보면 고운리
32525,3,43130,수안보면 미륵리
32524,3,43130,수안보면 사문리
32528,3,43130,수안보면 수회리
32522,3,43130,수안보면 안보리
32521,3,43130,수안보면 온천리
32527,3,43130,수안보면 중산리
32523,3,43130,수안보면 화천리
12700,3,41270,수암동
90200,3,41270,수암동
11400,3,41390,수암동
31000,3,41760,수암면
31005,3,41760,수암면 고잔리
31028,3,41760,수암면 광석리
31032,3,41760,수암면 논곡리
31025,3,41760,수암면 능곡리
31033,3,41760,수암면 목감리
31029,3,41760,수암면 물왕리
31002,3,41760,수암면 부곡리
31030,3,41760,수암면 산현리
31004,3,41760,수암면 성포리
31021,3,41760,수암면 수암리
31001,3,41760,수암면 양상리
31006,3,41760,수암면 와리
31003,3,41760,수암면 월피리
31022,3,41760,수암면 장상리
31023,3,41760,수암면 장하리
31031,3,41760,수암면 조남리
31027,3,41760,수암면 하상리
31026,3,41760,수암면 하중리
31024,3,41760,수암면 화정리
00000,2,26000,수영구
02200,3,21260,수영동
10200,3,21290,수영동
10200,3,26290,수영동
10200,3,26500,수영동
11400,3,24200,수완동
11400,3,29200,수완동
00000,2,41000,수원시 권선구
00000,2,41000,수원시 영통구
00000,2,41000,수원시 장안구
00000,2,41000,수원시 팔달구
11400,3,48310,수월동
91600,3,11320,수유1동
91700,3,11320,수유2동
91800,3,11320,수유3동
91900,3,11320,수유4동
92000,3,11320,수유5동
00300,3,11290,수유동
10300,3,11305,수유동
10300,3,11320,수유동
14800,3,43110,수의동
10700,3,47190,수점동
90600,3,21170,수정1동
90700,3,21170,수정2동
90800,3,21170,수정3동
90900,3,21170,수정4동
91000,3,21170,수정5동
11200,3,41131,수정구 고등동
11600,3,41131,수정구 금토동
10400,3,41131,수정구 단대동
11400,3,41131,수정구 둔전동
10700,3,41131,수정구 복정동
11700,3,41131,수정구 사송동
10500,3,41131,수정구 산성동
11300,3,41131,수정구 상적동
10300,3,41131,수정구 수진동
11500,3,41131,수정구 시흥동
10900,3,41131,수정구 신촌동
10100,3,41131,수정구 신흥동
11100,3,41131,수정구 심곡동
10600,3,41131,수정구 양지동
11000,3,41131,수정구 오야동
10800,3,41131,수정구 창곡동
10200,3,41131,수정구 태평동
00500,3,48170,수정남동
10200,3,21170,수정동
10200,3,26170,수정동
10200,3,46130,수정동
11600,3,48170,수정동
90200,3,48170,수정동
00600,3,48170,수정북동
37000,3,42750,수주면
37001,3,42750,수주면 강림리
37023,3,42750,수주면 도원리
37025,3,42750,수주면 두산리
37021,3,42750,수주면 무릉리
37022,3,42750,수주면 법흥리
37002,3,42750,수주면 부곡리
37024,3,42750,수주면 운학리
37003,3,42750,수주면 월현리
10400,3,41465,수지구 고기동
10300,3,41465,수지구 동천동
10700,3,41465,수지구 상현동
10600,3,41465,수지구 성복동
10500,3,41465,수지구 신봉동
10200,3,41465,수지구 죽전동
10100,3,41465,수지구 풍덕천동
34000,3,41850,수지면
32000,3,45190,수지면
32000,3,45760,수지면
34024,3,41850,수지면 고기리
32026,3,45190,수지면 고평리
32026,3,45760,수지면 고평리
32021,3,45190,수지면 남창리
32021,3,45760,수지면 남창리
34023,3,41850,수지면 동천리
32023,3,45190,수지면 산정리
32023,3,45760,수지면 산정리
34027,3,41850,수지면 상현리
34026,3,41850,수지면 성복리
34025,3,41850,수지면 신봉리
32024,3,45190,수지면 유암리
32024,3,45760,수지면 유암리
34002,3,41850,수지면 이의리
34022,3,41850,수지면 죽전리
32022,3,45190,수지면 초리
32022,3,45760,수지면 초리
34021,3,41850,수지면 풍덕천리
34001,3,41850,수지면 하리
32025,3,45190,수지면 호곡리
32025,3,45760,수지면 호곡리
25300,3,41460,수지읍
25324,3,41460,수지읍 고기리
25323,3,41460,수지읍 동천리
25327,3,41460,수지읍 상현리
25326,3,41460,수지읍 성복리
25325,3,41460,수지읍 신봉리
25322,3,41460,수지읍 죽전리
25321,3,41460,수지읍 풍덕천리
90700,3,41130,수진1동
90800,3,41130,수진2동
10300,3,41130,수진동
13000,3,22110,수창동
13000,3,27110,수창동
02500,3,47010,수창동
10800,3,41370,수청동
10600,3,44270,수청동
10500,3,41310,수택동
90200,3,41310,수평동
11000,3,11140,수표동
10800,3,11140,수하동
04000,3,47020,수하동
14200,3,47170,수하동
36000,3,43720,수한면
36025,3,43720,수한면 거현리
36032,3,43720,수한면 광촌리
36022,3,43720,수한면 교암리
36037,3,43720,수한면 노성리
36034,3,43720,수한면 동정리
36031,3,43720,수한면 묘서리
36023,3,43720,수한면 발산리
36021,3,43720,수한면 병원리
36035,3,43720,수한면 산척리
36030,3,43720,수한면 성리
36024,3,43720,수한면 소계리
36027,3,43720,수한면 오정리
36036,3,43720,수한면 율산리
36033,3,43720,수한면 장선리
36026,3,43720,수한면 질신리
36028,3,43720,수한면 차정리
36029,3,43720,수한면 후평리
11000,3,41590,수화동
13000,3,22140,숙천동
13000,3,27140,숙천동
10500,3,45210,순동
36000,3,44270,순성면
36000,3,44830,순성면
36031,3,44270,순성면 갈산리
36031,3,44830,순성면 갈산리
36025,3,44270,순성면 광천리
36025,3,44830,순성면 광천리
36024,3,44270,순성면 나산리
36024,3,44830,순성면 나산리
36022,3,44270,순성면 백석리
36022,3,44830,순성면 백석리
36026,3,44270,순성면 본리
36026,3,44830,순성면 본리
36021,3,44270,순성면 봉소리
36021,3,44830,순성면 봉소리
36030,3,44270,순성면 성북리
36030,3,44830,순성면 성북리
36028,3,44270,순성면 아찬리
36028,3,44830,순성면 아찬리
36023,3,44270,순성면 양유리
36023,3,44830,순성면 양유리
36029,3,44270,순성면 옥호리
36029,3,44830,순성면 옥호리
36027,3,44270,순성면 중방리
36027,3,44830,순성면 중방리
00000,2,45000,순창군
03000,3,45770,순창면
03007,3,45770,순창면 가남리
03006,3,45770,순창면 교성리
03002,3,45770,순창면 남계리
03005,3,45770,순창면 백산리
03004,3,45770,순창면 복실리
03001,3,45770,순창면 순화리
03008,3,45770,순창면 신남리
03003,3,45770,순창면 장덕리
25000,3,45770,순창읍
25027,3,45770,순창읍 가남리
25026,3,45770,순창읍 교성리
25022,3,45770,순창읍 남계리
25025,3,45770,순창읍 백산리
25024,3,45770,순창읍 복실리
25021,3,45770,순창읍 순화리
25028,3,45770,순창읍 신남리
25023,3,45770,순창읍 장덕리
00000,2,46000,순천시
16800,3,11140,순화동
01400,3,11410,순화동
06000,3,47050,순흥면
37000,3,47210,순흥면
37000,3,47910,순흥면
06005,3,47050,순흥면 내죽리
37025,3,47210,순흥면 내죽리
37025,3,47910,순흥면 내죽리
06008,3,47050,순흥면 덕현리
37028,3,47210,순흥면 덕현리
37028,3,47910,순흥면 덕현리
06007,3,47050,순흥면 배점리
37027,3,47210,순흥면 배점리
37027,3,47910,순흥면 배점리
06004,3,47050,순흥면 석교리
37023,3,47210,순흥면 석교리
37023,3,47910,순흥면 석교리
06001,3,47050,순흥면 읍내리
37024,3,47210,순흥면 읍내리
37024,3,47910,순흥면 읍내리
06003,3,47050,순흥면 지동리
37022,3,47210,순흥면 지동리
37022,3,47910,순흥면 지동리
06006,3,47050,순흥면 청구리
37026,3,47210,순흥면 청구리
37026,3,47910,순흥면 청구리
06002,3,47050,순흥면 태장리
37021,3,47210,순흥면 태장리
37021,3,47910,순흥면 태장리
90100,3,23170,숭의1동
90200,3,23170,숭의2동
90300,3,23170,숭의3동
90400,3,23170,숭의4동
10100,3,23170,숭의동
10100,3,28170,숭의동
10100,3,28177,숭의동
05200,3,41010,숭의동
90400,3,11110,숭인1동
90500,3,11110,숭인2동
17500,3,11110,숭인동
02200,3,11230,숭인동
10200,3,41550,숭인동
11100,3,48190,숭인동
25000,3,46150,승주읍
11000,3,46760,승주읍
25026,3,46150,승주읍 구강리
11026,3,46760,승주읍 구강리
25034,3,46150,승주읍 남강리
11034,3,46760,승주읍 남강리
25027,3,46150,승주읍 도정리
11027,3,46760,승주읍 도정리
25021,3,46150,승주읍 두월리
11021,3,46760,승주읍 두월리
25024,3,46150,승주읍 봉덕리
11024,3,46760,승주읍 봉덕리
25029,3,46150,승주읍 서평리
11029,3,46760,승주읍 서평리
25030,3,46150,승주읍 신성리
11030,3,46760,승주읍 신성리
25022,3,46150,승주읍 신전리
11022,3,46760,승주읍 신전리
25031,3,46150,승주읍 신학리
11031,3,46760,승주읍 신학리
25028,3,46150,승주읍 월계리
11028,3,46760,승주읍 월계리
25033,3,46150,승주읍 유평리
11033,3,46760,승주읍 유평리
25023,3,46150,승주읍 유흥리
11023,3,46760,승주읍 유흥리
25032,3,46150,승주읍 죽학리
11032,3,46760,승주읍 죽학리
25025,3,46150,승주읍 평중리
11025,3,46760,승주읍 평중리
18300,3,24200,승촌동
11900,3,29155,승촌동
18300,3,29200,승촌동
10500,3,44270,시곡동
90100,3,45170,시기1동
90200,3,45170,시기2동
90300,3,45170,시기3동
10400,3,45170,시기동
10400,3,45180,시기동
11400,3,41590,시동
12900,3,47130,시동
13000,3,47130,시래동
11000,3,31200,시례동
12400,3,47190,시미동
13500,3,22110,시장북로
13500,3,27110,시장북로
02600,3,47010,시장북로
13200,3,46130,시전동
10500,3,46190,시전동
34000,3,46830,시종면
34022,3,46830,시종면 구산리
34031,3,46830,시종면 금지리
34026,3,46830,시종면 내동리
34027,3,46830,시종면 만수리
34023,3,46830,시종면 봉소리
34033,3,46830,시종면 신연리
34024,3,46830,시종면 신학리
34032,3,46830,시종면 신흥리
34034,3,46830,시종면 옥야리
34021,3,46830,시종면 와우리
34029,3,46830,시종면 월롱리
34025,3,46830,시종면 월송리
34030,3,46830,시종면 월악리
34028,3,46830,시종면 태간리
11400,3,22260,시지동
11400,3,27260,시지동
00300,3,23230,시천동
10200,3,23260,시천동
10200,3,28260,시천동
09000,3,41010,시천동
36000,3,48860,시천면
36027,3,48860,시천면 내공리
36023,3,48860,시천면 내대리
36029,3,48860,시천면 동당리
36025,3,48860,시천면 반천리
36022,3,48860,시천면 사리
36030,3,48860,시천면 신천리
36024,3,48860,시천면 외공리
36026,3,48860,시천면 원리
36021,3,48860,시천면 중산리
36031,3,48860,시천면 중태리
36028,3,48860,시천면 천평리
36000,3,44770,시초면
36028,3,44770,시초면 봉선리
36022,3,44770,시초면 선동리
36023,3,44770,시초면 선암리
36026,3,44770,시초면 신곡리
36024,3,44770,시초면 신흥리
36025,3,44770,시초면 용곡리
36021,3,44770,시초면 초현리
36027,3,44770,시초면 태성리
36029,3,44770,시초면 풍정리
36030,3,44770,시초면 후암리
91600,3,11530,시흥1동
91700,3,11530,시흥2동
91800,3,11530,시흥3동
91900,3,11530,시흥4동
92000,3,11530,시흥5동
10500,3,11530,시흥동
10300,3,11545,시흥동
01900,3,11560,시흥동
12800,3,41130,시흥동
91500,3,11530,시흥본동
00000,2,41000,시흥시
10600,3,21440,식만동
10600,3,26440,식만동
10200,3,41280,식사동
11900,3,45190,식정동
11900,3,24200,신가동
11900,3,29200,신가동
12800,3,41550,신건지동
12300,3,11170,신계동
10400,3,41150,신곡동
10800,3,45210,신곡동
00400,3,41150,신곡리
10300,3,11440,신공덕동
90100,3,41390,신관동
12000,3,44150,신관동
14900,3,45130,신관동
32000,3,46860,신광면
31000,3,47780,신광면
32031,3,46860,신광면 가덕리
32029,3,46860,신광면 계천리
31031,3,47780,신광면 기일동
31044,3,47780,신광면 기일리
31021,3,47780,신광면 냉수동
31034,3,47780,신광면 냉수리
32023,3,46860,신광면 동정리
31032,3,47780,신광면 마북동
31045,3,47780,신광면 마북리
31029,3,47780,신광면 만석동
31042,3,47780,신광면 만석리
31030,3,47780,신광면 반곡동
31043,3,47780,신광면 반곡리
32027,3,46860,신광면 백운리
32021,3,46860,신광면 보여리
32028,3,46860,신광면 복흥리
31027,3,47780,신광면 사정동
31040,3,47780,신광면 사정리
32026,3,46860,신광면 삼덕리
31025,3,47780,신광면 상읍동
31038,3,47780,신광면 상읍리
32022,3,46860,신광면 송사리
31028,3,47780,신광면 안덕동
31041,3,47780,신광면 안덕리
31023,3,47780,신광면 우각동
31036,3,47780,신광면 우각리
32025,3,46860,신광면 원산리
32030,3,46860,신광면 월암리
32032,3,46860,신광면 유천리
31024,3,47780,신광면 죽성동
31037,3,47780,신광면 죽성리
31026,3,47780,신광면 토성동
31039,3,47780,신광면 토성리
32024,3,46860,신광면 함정리
31047,3,47780,신광면 호리
31033,3,47780,신광면 호리동
31046,3,47780,신광면 호리리
31022,3,47780,신광면 흥곡동
31035,3,47780,신광면 흥곡리
10200,3,11110,신교동
10400,3,47290,신교동
11700,3,22140,신기동
11700,3,27140,신기동
11500,3,44150,신기동
13300,3,46130,신기동
10600,3,46190,신기동
12900,3,47230,신기동
10600,3,47270,신기동
10600,3,47280,신기동
10600,3,48330,신기동
36000,3,42230,신기면
36000,3,42850,신기면
36023,3,42230,신기면 고무릉리
36023,3,42850,신기면 고무릉리
36025,3,42230,신기면 대기리
36025,3,42850,신기면 대기리
36024,3,42230,신기면 대이리
36024,3,42850,신기면 대이리
36027,3,42230,신기면 대평리
36027,3,42850,신기면 대평리
36028,3,42230,신기면 마차리
36028,3,42850,신기면 마차리
36022,3,42230,신기면 서하리
36022,3,42850,신기면 서하리
36021,3,42230,신기면 신기리
36021,3,42850,신기면 신기리
36026,3,42230,신기면 안의리
36026,3,42850,신기면 안의리
91200,3,11560,신길1동
91300,3,11560,신길2동
91400,3,11560,신길3동
91500,3,11560,신길4동
91600,3,11560,신길5동
91700,3,11560,신길6동
91800,3,11560,신길7동
13200,3,11560,신길동
11200,3,41270,신길동
10200,3,41590,신남동
00600,3,11230,신내동
10600,3,11260,신내동
32000,3,47230,신녕면
32031,3,47230,신녕면 가천리
32026,3,47230,신녕면 매양리
32022,3,47230,신녕면 부산리
32029,3,47230,신녕면 신덕리
32030,3,47230,신녕면 연정리
32028,3,47230,신녕면 완전리
32025,3,47230,신녕면 왕산리
32021,3,47230,신녕면 치산리
32024,3,47230,신녕면 화남리
32023,3,47230,신녕면 화서리
32027,3,47230,신녕면 화성리
35000,3,43130,신니면
35000,3,43780,신니면
35034,3,43130,신니면 견학리
35034,3,43780,신니면 견학리
35027,3,43130,신니면 광월리
35027,3,43780,신니면 광월리
35028,3,43130,신니면 대화리
35028,3,43780,신니면 대화리
35032,3,43130,신니면 마수리
35032,3,43780,신니면 마수리
35026,3,43130,신니면 모남리
35026,3,43780,신니면 모남리
35025,3,43130,신니면 문락리
35025,3,43780,신니면 문락리
35024,3,43130,신니면 문숭리
35024,3,43780,신니면 문숭리
35030,3,43130,신니면 선당리
35030,3,43780,신니면 선당리
35029,3,43130,신니면 송암리
35029,3,43780,신니면 송암리
35023,3,43130,신니면 신청리
35023,3,43780,신니면 신청리
35021,3,43130,신니면 용원리
35021,3,43780,신니면 용원리
35031,3,43130,신니면 원평리
35031,3,43780,신니면 원평리
35022,3,43130,신니면 화석리
35022,3,43780,신니면 화석리
35033,3,43130,신니면 화안리
35033,3,43780,신니면 화안리
90100,3,11140,신당1동
90200,3,11140,신당2동
90300,3,11140,신당3동
90400,3,11140,신당4동
90500,3,11140,신당5동
90600,3,11140,신당6동
16200,3,11140,신당동
04900,3,11200,신당동
01100,3,22170,신당동
10700,3,22290,신당동
10700,3,27290,신당동
12700,3,44130,신당동
10700,3,47010,신당동
10500,3,25230,신대동
10500,3,30230,신대동
12200,3,41220,신대동
11000,3,41330,신대동
15300,3,43110,신대동
36029,3,36110,신대리
91300,3,11590,신대방1동
91400,3,11590,신대방2동
04600,3,11560,신대방동
10900,3,11590,신대방동
00200,3,11620,신대방동
12200,3,45210,신덕동
14900,3,46130,신덕동
12200,3,46190,신덕동
36000,3,45750,신덕면
36028,3,45750,신덕면 금정리
36022,3,45750,신덕면 삼길리
36021,3,45750,신덕면 수천리
36024,3,45750,신덕면 신덕리
36023,3,45750,신덕면 신흥리
36029,3,45750,신덕면 오궁리
36026,3,45750,신덕면 월성리
36025,3,45750,신덕면 조월리
36027,3,45750,신덕면 지장리
10100,3,11530,신도림동
02700,3,11560,신도림동
03500,3,41780,신도면
03512,3,41780,신도면 구파발리
03510,3,41780,신도면 덕은리
03504,3,41780,신도면 동산리
03507,3,41780,신도면 북한리
03501,3,41780,신도면 삼송리
03502,3,41780,신도면 오금리
03505,3,41780,신도면 용두리
03503,3,41780,신도면 지축리
03513,3,41780,신도면 진관내리
03514,3,41780,신도면 진관외리
03511,3,41780,신도면 향동리
03509,3,41780,신도면 현천리
03508,3,41780,신도면 화전리
03506,3,41780,신도면 효자리
33000,3,44250,신도안면
33021,3,44250,신도안면 남선리
33023,3,44250,신도안면 부남리
33024,3,44250,신도안면 석계리
33025,3,44250,신도안면 용동리
33022,3,44250,신도안면 정장리
11000,3,41780,신도읍
11003,3,41780,신도읍 덕은리
11026,3,41780,신도읍 동산리
11021,3,41780,신도읍 북한리
11025,3,41780,신도읍 삼송리
11024,3,41780,신도읍 오금리
11027,3,41780,신도읍 용두리
11023,3,41780,신도읍 지축리
11004,3,41780,신도읍 향동리
11002,3,41780,신도읍 현천리
11001,3,41780,신도읍 화전리
11022,3,41780,신도읍 효자리
16600,3,24200,신동
15100,3,25200,신동
16500,3,29200,신동
15100,3,30200,신동
13300,3,41590,신동
12800,3,42110,신동
12600,3,43150,신동
11800,3,44190,신동
11800,3,44200,신동
12100,3,45140,신동
11700,3,45150,신동
11900,3,47190,신동
06000,3,41760,신동면
33000,3,42110,신동면
33000,3,42710,신동면
33000,3,42715,신동면
03000,3,42770,신동면
03002,3,42770,신동면 가사리
33026,3,42710,신동면 거두리
03004,3,42770,신동면 고성리
33028,3,42710,신동면 고은리
03006,3,42770,신동면 덕천리
06007,3,41760,신동면 반포리
06005,3,41760,신동면 방배리
03008,3,42770,신동면 방제리
06004,3,41760,신동면 사당리
33029,3,42710,신동면 사암리
33003,3,42710,신동면 삼천리
06006,3,41760,신동면 서초리
33002,3,42710,신동면 송암리
06002,3,41760,신동면 신원리
33027,3,42710,신동면 신촌리
06001,3,41760,신동면 양재리
03001,3,42770,신동면 예미리
06003,3,41760,신동면 우면리
03005,3,42770,신동면 운치리
33021,3,42110,신동면 의암리
33021,3,42710,신동면 의암리
33021,3,42715,신동면 의암리
06008,3,41760,신동면 잠원리
33025,3,42110,신동면 정족리
33025,3,42710,신동면 정족리
33025,3,42715,신동면 정족리
03007,3,42770,신동면 조동리
33024,3,42110,신동면 증리
33024,3,42710,신동면 증리
33024,3,42715,신동면 증리
03003,3,42770,신동면 천포리
33001,3,42710,신동면 칠전리
33022,3,42110,신동면 팔미리
33022,3,42710,신동면 팔미리
33022,3,42715,신동면 팔미리
33030,3,42710,신동면 학곡리
33023,3,42110,신동면 혈동리
33023,3,42710,신동면 혈동리
33023,3,42715,신동면 혈동리
25900,3,42770,신동읍
25925,3,42770,신동읍 가사리
25926,3,42770,신동읍 고성리
25927,3,42770,신동읍 덕천리
25924,3,42770,신동읍 방제리
25921,3,42770,신동읍 예미리
25928,3,42770,신동읍 운치리
25923,3,42770,신동읍 조동리
25922,3,42770,신동읍 천포리
31000,3,41500,신둔면
31000,3,41840,신둔면
31029,3,41500,신둔면 고척리
31029,3,41840,신둔면 고척리
31022,3,41500,신둔면 남정리
31022,3,41840,신둔면 남정리
31025,3,41500,신둔면 도봉리
31025,3,41840,신둔면 도봉리
31026,3,41500,신둔면 도암리
31026,3,41840,신둔면 도암리
31032,3,41500,신둔면 마교리
31032,3,41840,신둔면 마교리
31033,3,41500,신둔면 소정리
31033,3,41840,신둔면 소정리
31021,3,41500,신둔면 수광리
31021,3,41840,신둔면 수광리
31028,3,41500,신둔면 수남리
31028,3,41840,신둔면 수남리
31027,3,41500,신둔면 수하리
31027,3,41840,신둔면 수하리
31030,3,41500,신둔면 용면리
31030,3,41840,신둔면 용면리
31031,3,41500,신둔면 인후리
31031,3,41840,신둔면 인후리
31024,3,41500,신둔면 장동리
31024,3,41840,신둔면 장동리
31023,3,41500,신둔면 지석리
31023,3,41840,신둔면 지석리
40000,3,48860,신등면
40023,3,48860,신등면 가술리
40024,3,48860,신등면 간공리
40021,3,48860,신등면 단계리
40028,3,48860,신등면 모례리
40025,3,48860,신등면 사정리
40001,3,48860,신등면 상법리
40022,3,48860,신등면 양전리
40027,3,48860,신등면 율현리
40029,3,48860,신등면 장천리
40002,3,48860,신등면 철수리
40026,3,48860,신등면 평지리
32000,3,47800,신령면
32031,3,47800,신령면 가천동
32042,3,47800,신령면 가천리
32026,3,47800,신령면 매양동
32037,3,47800,신령면 매양리
32022,3,47800,신령면 부산동
32033,3,47800,신령면 부산리
32029,3,47800,신령면 신덕동
32040,3,47800,신령면 신덕리
32030,3,47800,신령면 연정동
32041,3,47800,신령면 연정리
32028,3,47800,신령면 완전동
32039,3,47800,신령면 완전리
32025,3,47800,신령면 왕산동
32036,3,47800,신령면 왕산리
32021,3,47800,신령면 치산동
32032,3,47800,신령면 치산리
32024,3,47800,신령면 화남동
32035,3,47800,신령면 화남리
32023,3,47800,신령면 화서동
32034,3,47800,신령면 화서리
32027,3,47800,신령면 화성동
32038,3,47800,신령면 화성리
13300,3,24200,신룡동
13200,3,29200,신룡동
92300,3,11620,신림10동
92400,3,11620,신림11동
91400,3,11620,신림1동
91500,3,11620,신림2동
91600,3,11620,신림3동
91700,3,11620,신림4동
91800,3,11620,신림5동
91900,3,11620,신림6동
92000,3,11620,신림7동
92100,3,11620,신림8동
92200,3,11620,신림9동
04400,3,11560,신림동
10200,3,11620,신림동
39000,3,42130,신림면
39000,3,42740,신림면
39000,3,42745,신림면
42000,3,45790,신림면
42025,3,45790,신림면 가평리
39023,3,42130,신림면 구학리
39023,3,42740,신림면 구학리
39023,3,42745,신림면 구학리
39022,3,42130,신림면 금창리
39022,3,42740,신림면 금창리
39022,3,42745,신림면 금창리
42024,3,45790,신림면 덕화리
42023,3,45790,신림면 도림리
42021,3,45790,신림면 무림리
42027,3,45790,신림면 반룡리
42031,3,45790,신림면 법지리
42032,3,45790,신림면 벽송리
42033,3,45790,신림면 부송리
39025,3,42130,신림면 성남리
39025,3,42740,신림면 성남리
39025,3,42745,신림면 성남리
42028,3,45790,신림면 세곡리
39027,3,42130,신림면 송계리
39027,3,42740,신림면 송계리
39027,3,42745,신림면 송계리
42001,3,45790,신림면 송암리
42030,3,45790,신림면 송용리
39021,3,42130,신림면 신림리
39021,3,42740,신림면 신림리
39021,3,42745,신림면 신림리
42026,3,45790,신림면 신평리
42022,3,45790,신림면 외화리
39024,3,42130,신림면 용암리
39024,3,42740,신림면 용암리
39024,3,42745,신림면 용암리
42029,3,45790,신림면 자포리
42002,3,45790,신림면 제하리
39026,3,42130,신림면 황둔리
39026,3,42740,신림면 황둔리
39026,3,42745,신림면 황둔리
91300,3,11620,신림본동
11800,3,22260,신매동
11800,3,27260,신매동
11400,3,31200,신명동
13000,3,41550,신모산동
13800,3,22140,신무동
13800,3,27140,신무동
14000,3,47010,신무동
12700,3,48250,신문동
12000,3,11110,신문로1가
12100,3,11110,신문로2가
12200,3,44130,신방동
37030,3,36110,신방리
12000,3,43150,신백동
12300,3,48230,신벽동
12300,3,48240,신벽동
13500,3,25200,신봉동
13500,3,30200,신봉동
11500,3,41460,신봉동
12700,3,43110,신봉동
11200,3,47250,신봉동
12500,3,44130,신부동
34000,3,41650,신북면
35000,3,41810,신북면
37000,3,42110,신북면
37000,3,42710,신북면
37000,3,42715,신북면
33000,3,46830,신북면
34021,3,41650,신북면 가채리
35021,3,41810,신북면 가채리
33024,3,46830,신북면 갈곡리
34030,3,41650,신북면 갈월리
35030,3,41810,신북면 갈월리
34026,3,41650,신북면 계류리
35026,3,41810,신북면 계류리
34027,3,41650,신북면 고일리
35027,3,41810,신북면 고일리
34031,3,41650,신북면 금동리
35031,3,41810,신북면 금동리
33022,3,46830,신북면 금수리
34022,3,41650,신북면 기지리
35022,3,41810,신북면 기지리
34032,3,41650,신북면 덕둔리
35032,3,41810,신북면 덕둔리
34024,3,41650,신북면 만세교리
35024,3,41810,신북면 만세교리
33028,3,46830,신북면 명동리
33021,3,46830,신북면 모산리
37025,3,42110,신북면 발산리
37025,3,42710,신북면 발산리
37025,3,42715,신북면 발산리
37024,3,42110,신북면 산천리
37024,3,42710,신북면 산천리
37024,3,42715,신북면 산천리
34028,3,41650,신북면 삼성당리
35028,3,41810,신북면 삼성당리
34029,3,41650,신북면 삼정리
35029,3,41810,신북면 삼정리
37001,3,42710,신북면 신동리
34023,3,41650,신북면 신평리
35023,3,41810,신북면 신평리
34025,3,41650,신북면 심곡리
35025,3,41810,신북면 심곡리
33026,3,46830,신북면 양계리
37027,3,42110,신북면 용산리
37027,3,42710,신북면 용산리
37027,3,42715,신북면 용산리
33033,3,46830,신북면 용산리
33032,3,46830,신북면 월지리
33030,3,46830,신북면 월평리
33023,3,46830,신북면 유곡리
37023,3,42110,신북면 유포리
37023,3,42710,신북면 유포리
37023,3,42715,신북면 유포리
